gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,1,1.247217966963116,0,1,-0.803036560999203,0.13642068343498878,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,0.3106496014024181,1,1,1.259253516206956,0.8066657733934529,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,1,0,1.6137012404433893,1,1,1.5184938482328711,2.5159628141257966,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.7499211601678698,1,1,-0.5135477034765427,-0.6952180835543537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.5322605130033284,1,0,0.014567563082529699,0.9985803429905645,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,-0.748079855318371,1,0,-0.4756625519664766,-0.6680763686577307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.4823596852673826,-0.9968853273639964,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.9799731036426879,1,0,-0.03133509067367923,-0.739488734758869,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,0.43281069256250915,1,1,0.8803638001690798,0.7650401650222176,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,-0.05179951675359906,1,1,0.8552515990633187,0.2637573548848463,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1.6137012404433893,1,1,-1.461108173064988,-0.33465237791516267,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,1,0.7178532386027215,1,1,0.34526516611558833,0.680619813545419,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.3408762181180675,1,1,0.9750862291785486,0.019021908791790207,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.3920903288424788,1,0,-1.46443176706532,-0.6401053716176,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-1.4860351280674797,-0.9869413230860352,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.6666391278783103,1,1,0.32532360211359457,-0.4893752274731099,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1.5729808767233588,0,0,0.06774506708784545,1.0629930491082158,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,0,-1.0540080229558617,1,0,1.1728910038912121,-0.7163187074768259,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-1.5009913010689746,-0.9971326485060197,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.4751771437468115,1,0,0.3556385147163099,-0.3081273607755766,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.18848851024232702,1,1,0.85876043916692,0.47599917589222296,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,1,0.6206384403434108,1,1,1.162225550771316,1.0829147691448486,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0,0,0.9621754209229036,1,1,1.2060760122016398,1.4621974130161388,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.3749204932760317,1,1,0.704578649086478,-0.13267952982031692,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,-0.46303730927815856,1,1,0.9800716201790471,-0.1349950480963745,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,-0.678966182921431,1,1,0.6867870881519413,-0.40304042783782246,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0.6771328748826912,1,1,1.1994288242009752,1.1327881868329588,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,0.8751820253586206,1,0,-1.421879571060139,-0.5153273558186011,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,1,1.5729808767233588,1,1,0.2854404741096075,1.268297520285264,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0.2550166496582683,0,0,-1.1611426660621866,-0.5194134121511486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1.4508197855632678,1,0,0.20401242110146783,1.161023893624258,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,1.3286586944031769,1,1,1.3140928172124378,1.9613076488442134,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,0,0,-0.8884633605795859,1,0,0.18362206296747483,-0.6744463246719171,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.2367242199587352,1,1,1.0332491241843629,-0.9185579707008574,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.8295205827584317,1,1,1.1528985081963241,-0.4762941539362033,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.476401321094562,1,1,0.6594639919117485,-0.23616157476583116,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,-1.0331224013585834,1,1,0.8055829351616043,-0.7386656356359786,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,0.3106496014024181,1,0,1.2326647642042976,0.7970259266217362,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.21871512695797646,1,1,1.5201556452330371,0.2549444745206533,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,0,0,0.18848851024232702,1,0,-1.4827115340671475,-0.6591203554098655,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,1,1.369379058123207,1,1,-0.21808401694072754,0.6754800325435655,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,-1.2367242199587352,1,0,-0.62854787598176,-0.970044017303117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.1657772395230555,1,0,0.6693155811479823,1.3168276413328095,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,1,-0.38159658183809786,0,1,-1.1437049460332582,-0.7063269277015688,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,-0.6666391278783103,1,0,-1.4710789550659844,-0.8775941367075429,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-0.6601220189849164,-0.9567864705987648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,-0.1779947632379461,1,0,1.3739175092184182,0.25044440875079005,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,1,1,1,0.5956921474426305,1,0,0.19237984210030468,0.4542047397126888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,1,0.5265113394566575,-0.9702190263140379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1.4915401492832983,1,0,-1.3397969920528607,-0.24773934294819486,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.2367242199587352,1,1,0.20567421810163386,-0.944918650088047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-0.6651074099854147,-0.9860368981028763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2240445529357389,1,1,0.36716713132191936,-0.9272788298410961,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,1.2472097438379708,1,1,1.1314190023348631,1.7294867898722235,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,0.5956921474426305,1,0,-1.4860351280674797,-0.5859722275036561,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,-1.2187084572256894,1,0,0.1832772033325864,-0.9268157778457992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.1949232783109878,1,0,-0.6119676677073814,-0.9330932416076945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.9214550572028734,1,1,-0.018668376920792765,0.5945229669778874,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,-1.2367242199587352,1,1,-0.6567984249845842,-0.966183666765244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.9109613101984924,1,1,0.7274784761537967,-0.6278404864801294,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.4182962464701942,1,1,1.1962937514597756,-0.014516900848577513,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,0.3361773393653918,1,0,0.391002542105946,0.3834546729585676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,-0.5444780367182193,1,1,1.0648232671875193,-0.23677594742063576,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.9801833752847842,0,0,-0.5536398216516105,-0.8306219442354668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.6758193509773394,1,0,1.1664078534911861,1.16148108919953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,1,0,-0.4223169455581282,1,1,-0.3510277769540174,-0.49722828342444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.748079855318371,1,1,0.893658176170409,-0.4318008565939764,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0,-1.1960038562387048,1,1,0.5197538511330312,-0.9069328007953771,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.9109613101984924,1,1,-1.491020519067978,-0.9177859005932829,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.1960038562387048,1,0,-0.13665596393258767,-0.9189109170357486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,-0.5444780367182193,1,1,0.8089065291619363,-0.29071055922120337,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.6666391278783103,1,0,-1.4960059100684764,-0.8756749910115718,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-0.5574036184352895,1,1,0.5212570100852006,-0.3516719845061934,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.21871512695797646,1,1,-1.5076384890696393,-0.7720411234291316,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1.4508197855632678,1,1,-1.3547531650543558,-0.2715191022614922,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.3408762181180675,1,1,-0.4523973939641511,-0.4429627844349118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.38159658183809786,1,0,0.6327560471443273,-0.16742199261450713,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1.5729808767233588,1,1,1.0099839661820376,1.9814035307870834,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0.5549717837226001,1,0,-0.3028356639492,0.18049485700453238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,0.1900629720635763,-0.9746851335664453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.219242590685725,1,0,0.46712455752857773,-0.9181221270238255,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.35136996512244845,1,0,0.50313588113137,0.4616827901831969,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.2367242199587352,1,0,-1.4893587220678117,-0.988948705365729,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,-1.2774445836787656,1,0,0.14751494511424107,-0.9752499276631038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.15367818257835547,1,1,0.7649785303251164,0.0859429704067835,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,0.329092230649498,1,0,0.43431654867240005,0.4054915800478912,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.9109613101984924,1,1,0.5081212721318681,-0.639289183218164,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-0.3408762181180675,1,1,1.267529257542407,0.08357822178561064,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.7073594915983407,1,1,0.33695618111475767,-0.5172800470754485,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.5142514200025698,1,1,0.17576187209864347,0.3453207953987413,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.0714203793271695,1,1,1.1778192030296242,-0.7312562379332355,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.0738427650786138,1,0,-1.51594747407047,-0.9508966786352672,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,1.4508197855632678,1,0,0.5180920541328647,1.3656445312774539,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,-1.256048398921394,1,1,0.3214788607339736,-0.9571714008706884,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.0976432450199691,1,0,-0.5563221486014274,-0.894931379541517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.5956921474426305,1,0,1.1961052302006432,1.0541914498818656,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,0,-0.7196647809137099,0,1,-1.3536431061911247,-0.8535968484775953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.8702409464784621,1,1,0.3386179781149237,-0.6414950978112341,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.46303730927815856,1,0,0.5363718211346925,-0.24917318743369052,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
1,0,0,1,-1.2774445836787656,0,1,-1.3115464430500368,-0.9946179058699195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2367242199587352,1,1,0.3303089931140931,-0.9328081789720911,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.0695168164594877,1,1,-0.6875593236728892,-0.8872912873906743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.131692053707807,1,1,-0.28972869957408875,-0.8795542091347754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0.14884234089800083,1,1,1.2125916866674489,0.5928212343143772,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.2594354906780068,1,1,0.29042586511010604,-0.16501754570806054,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,1,0,0,-1.1616536543846832,0,0,-1.0255729480962303,-0.9491013996064551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.9098788370792434,1,1,0.5178568812734119,-0.6434739021988872,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2315337694307118,1,0,-1.5025144067682101,-0.9905684974465702,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.6916848903446373,1,1,0.9564171693459709,-0.337062295818459,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.0852925530151392,1,1,0.27222703847229945,-0.8224759852257723,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.3106496014024181,1,1,-1.328164413051698,-0.5536996970070384,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-1.2093095131863383,0,0,-1.3324804434312252,-0.9772280519138788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2660117071021775,0,1,-0.48925080477082034,-0.9786115146205387,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.748079855318371,1,1,0.4433111891253892,-0.5105961258584456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1.5729808767233588,1,1,0.06940686408801149,1.0892654919116826,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,-0.5037576729981889,1,1,-0.5039131009693008,-0.5911561267973712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.8702409464784621,1,0,-1.4893587220678117,-0.9110358019384879,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1.1657772395230555,0,0,-0.44575020596348647,0.42559402744056773,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,-1.0009701204906494,1,1,1.175915956116717,-0.6544212861926116,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,0.8751392398181617,-0.9655912446242045,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,-0.9924020376385531,1,0,0.6792863631489789,-0.6988268180851299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.9109613101984924,1,1,-0.30615925794953225,-0.7625556906789295,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.0331224013585834,1,0,0.14584952609565352,-0.7901958005300996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,1,-1.481049737066981,-0.9968679387548512,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.748079855318371,1,0,-1.502653098069141,-0.8758514641790174,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,1.5322605130033284,1,1,1.6680555782478224,2.3962919474517355,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.7888002190384014,1,1,1.182810854199314,-0.4062784247521537,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.10704778280226633,0,1,-0.6119299059800988,-0.2725117638283738,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-1.1960038562387048,0,0,-1.3122544865225136,-0.9750211950144664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.002895784642934,1,1,0.1857326540996401,0.8139452915505848,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,0,-0.8702409464784621,1,0,-1.4760643460664828,-0.9108152104791808,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0.26992923768238775,1,1,1.1628692901973208,0.7748344258154495,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.7888002190384014,1,1,0.534710024134526,-0.5607586237048631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1.6137012404433893,1,0,1.3456669602155942,2.3515118812124096,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,-0.18921537397125804,1,1,1.3222869100113188,0.2742243827229281,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.7888002190384014,1,1,0.5696077611380149,-0.5518467287488593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,-0.748079855318371,1,1,1.1778254631988159,-0.4014474717933298,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.13727439951791576,1,1,0.6543594081464871,0.08266254480186687,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2367242199587352,1,1,0.9717626351782166,-0.9256168973986822,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,1.5729808767233588,0,1,-0.41417606296033027,0.6552959140169727,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,0.880734693482843,1,0,-0.1582593249347472,0.4386309826856128,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1.1657772395230555,1,0,0.7939503561604415,1.3418647719641568,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,-0.38159658183809786,1,1,0.4117370461222332,-0.229562606701296,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,-0.7888002190384014,1,0,-0.3194536339508612,-0.6780250434724775,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,0.836178295992466,0,0,-0.9575771520307672,-0.19433801389526828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2718451110671856,1,0,0.8564130991652906,-0.9611199100246864,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.9109613101984924,1,1,0.5014740841312035,-0.614296170878678,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,-0.9109613101984924,1,1,-1.4893587220678117,-0.9089401830750711,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,1,-0.8295205827584317,1,0,-1.4710789550659844,-0.8930575980049653,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1.0436161483629645,1,1,-0.1615829189350795,0.5406104143232504,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,1.002895784642934,1,1,-0.33607160395252245,0.3771962612686064,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,0,0,-1.2367242199587352,1,1,-0.3427187919531868,-0.9672645649158484,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.38159658183809786,1,1,-1.4993295040688086,-0.7948502803214779,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,1,-1.2335324699339836,1,0,-0.5858737645360836,-0.9635281822634281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.7073594915983407,1,1,-0.1973101363599776,-0.5942075453990477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.7422968239979926,1,0,0.8144427178585012,-0.4220928036813301,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.5768761213106581,1,1,1.182936888110715,1.0755145545504825,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
0,0,1,0,-0.62591876415828,1,1,0.35357415111641893,-0.4222933646978437,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.18631589197942441,1,1,-1.501727015277619,-0.7466524794109816,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,-0.7208447490342166,1,0,0.677810740260856,-0.4510497909160951,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.6888303948904244,1,1,-0.018835643158057035,-0.5579451868599131,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-0.9366385904502743,1,1,1.1265638109393075,-0.5824667953680378,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,1.002895784642934,1,0,1.435403998224565,1.6280160129772296,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,0,0.3920903288424788,1,1,0.6493740171459885,0.5773609514438008,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1.3286586944031769,1,0,-1.2965902700485417,-0.27573239913425635,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,0.18848851024232702,1,1,0.1857326540996401,0.12051603921895242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
